Runtime Version, Firmware Version, Device Driver Version,PCIe Driver Version,Model Name,FPS,NPU Inference Time Mean,NPU Inference Time SD,NPU Inference Time CV,Latency Mean,Latency SD,Latency CV
3.4.2,2.7.4,2.6.0,2.5.0,yolo26n_coco.dxnn,91.17,7.37,0.19,0.03,65.20,2.92,0.04
